input_path,annotated_path,heatmap_path,anomaly_heatmap_path,label,is_anomaly,score,threshold,st_map_weight,ae_map_weight,inference_time_ms,processing_time_ms,total_time_ms,roi_x,roi_y,roi_width,roi_height,masks_json,scoring_mode,student_weight,autoencoder_weight,normalization,error
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0068.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0068_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0068_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0068_heatmap.png,ANOMALY,True,0.01431607361882925,0.007144,0.0,0.025,8.034500060603023,11.730999918654561,45.80419999547303,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0069.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0069_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0069_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0069_heatmap.png,ANOMALY,True,0.01292022317647934,0.007144,0.0,0.025,8.076699916273355,11.190799996256828,45.12790008448064,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0070.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0070_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0070_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0070_heatmap.png,ANOMALY,True,0.0117098493501544,0.007144,0.0,0.025,8.165600011125207,11.423500021919608,42.96540003269911,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0071.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0071_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0071_heatmap.png,,NORMAL,False,0.0054687922820448875,0.007144,0.0,0.025,8.142499951645732,11.50940009392798,39.97409995645285,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0072.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0072_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0072_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0072_heatmap.png,ANOMALY,True,0.009299615398049355,0.007144,0.0,0.025,8.145099971443415,12.10350007750094,44.701100094243884,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0073.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0073_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0073_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0073_heatmap.png,ANOMALY,True,0.012962570413947105,0.007144,0.0,0.025,8.15790006890893,12.08260003477335,45.365599915385246,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0074.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0074_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0074_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0074_heatmap.png,ANOMALY,True,0.009106955491006374,0.007144,0.0,0.025,8.306500036269426,11.741100111976266,45.96440005116165,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0075.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0075_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0075_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0075_heatmap.png,ANOMALY,True,0.01415753923356533,0.007144,0.0,0.025,8.128799963742495,11.351800058037043,44.48359995149076,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0076.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0076_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0076_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0076_heatmap.png,ANOMALY,True,0.012871358543634415,0.007144,0.0,0.025,8.14890000037849,11.818400118499994,44.66989985667169,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0078.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0078_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0078_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0078_heatmap.png,ANOMALY,True,0.012447877787053585,0.007144,0.0,0.025,8.150599896907806,11.323199840262532,44.77840010076761,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0079.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0079_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0079_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0079_heatmap.png,ANOMALY,True,0.01608649455010891,0.007144,0.0,0.025,8.269799873232841,11.929099913686514,43.78880001604557,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0081.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0081_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0081_heatmap.png,,NORMAL,False,0.0065927039831876755,0.007144,0.0,0.025,8.061599917709827,11.623900150880218,41.164099937304854,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0082.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0082_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0082_heatmap.png,,NORMAL,False,0.007143807131797075,0.007144,0.0,0.025,8.048800053074956,11.349499924108386,39.71310006454587,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0084.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0084_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0084_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0084_heatmap.png,ANOMALY,True,0.011506417766213417,0.007144,0.0,0.025,8.354200050234795,11.554599972441792,46.36939987540245,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0085.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0085_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0085_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0085_heatmap.png,ANOMALY,True,0.010604378767311573,0.007144,0.0,0.025,8.044500136747956,11.342500103637576,45.674500055611134,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0086.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0086_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0086_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0086_heatmap.png,ANOMALY,True,0.011331952176988125,0.007144,0.0,0.025,8.11660010367632,11.71090011484921,49.30139984935522,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0088.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0088_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0088_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0088_heatmap.png,ANOMALY,True,0.016603296622633934,0.007144,0.0,0.025,8.140900172293186,11.601099977269769,47.290500020608306,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0090.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0090_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0090_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0090_heatmap.png,ANOMALY,True,0.012196308001875877,0.007144,0.0,0.025,8.23139981366694,11.887399945408106,46.779199969023466,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0091.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0091_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0091_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0091_heatmap.png,ANOMALY,True,0.013551845215260983,0.007144,0.0,0.025,8.259199792519212,11.752899968996644,49.10599999129772,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0092.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0092_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0092_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0092_heatmap.png,ANOMALY,True,0.011067359708249569,0.007144,0.0,0.025,8.206699974834919,11.40410010702908,44.09269988536835,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0093.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0093_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0093_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0093_heatmap.png,ANOMALY,True,0.011878891848027706,0.007144,0.0,0.025,8.083299966529012,11.550599941983819,44.16299983859062,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0094.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0094_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0094_heatmap.png,,NORMAL,False,0.005944305099546909,0.007144,0.0,0.025,8.203999837860465,11.831700103357434,41.321200085803866,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0096.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0096_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0096_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0096_heatmap.png,ANOMALY,True,0.011495843529701233,0.007144,0.0,0.025,8.080600062385201,11.218699859455228,44.38079986721277,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0097.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0097_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0097_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0097_heatmap.png,ANOMALY,True,0.013849586248397827,0.007144,0.0,0.025,8.078600047156215,11.60850003361702,46.583899995312095,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
C:\projects\efficientAD\mydataset\my_product4\test\broken\001K8_0100.png,C:\projects\efficientAD\results\model13_my_product4\annotated\broken\001K8_0100_result.png,C:\projects\efficientAD\results\model13_my_product4\heatmaps\broken\001K8_0100_heatmap.png,C:\projects\efficientAD\results\model13_my_product4\anomaly_heatmaps\broken\001K8_0100_heatmap.png,ANOMALY,True,0.01480413880199194,0.007144,0.0,0.025,8.103800006210804,11.582399951294065,45.435900101438165,0,0,390,484,[],weighted_ae_difference,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\student_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\autoencoder_final.pth,C:\projects\efficientAD\EfficientAD-main\output\13\trainings\mvtec_ad\my_product4\norm_params.json,
